Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value,contract_date
Jason Steele,eng ENG,GK,34-006,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,50,50,50,0,0,0,0,22,14,0.0,0.0,0.0,0,46,4,0,0,45,45,45,0,1,0,0,0,,0,0,0,0,37,0,0,0,0,,€2.00m,30.06.2028
Bruno Fernandes,pt POR,"FW,AM",29-351,"Saturday August 24, 2024",0,1,0.1,0.1,0.8,0.8,4,45,45,45,6,6,0,0,17,2,0.8,0.8,0.7,4,40,5,0,5,32,32,32,0,0,0,18,4,,0,0,0,0,36,4,1,5,1,100.0,€50.00m,30.06.2027
Scott McTominay,sct SCO,AM,27-260,"Saturday August 24, 2024",0,1,0.1,0.1,0.0,0.0,1,6,6,6,1,1,0,0,3,1,0.0,0.0,0.0,1,4,2,0,0,6,6,6,0,1,0,3,1,0.0,1,0,1,1,7,2,0,0,0,,€50.00m,30.06.2028
Marcus Rashford,eng ENG,"LW,FW",26-298,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,18,18,18,0,0,1,1,2,1,0.0,0.0,0.0,1,17,1,1,0,13,13,13,0,0,0,7,2,25.0,2,0,0,0,15,3,1,0,0,,€50.00m,30.06.2026
Alejandro Garnacho,ar ARG,LW,20-054,"Saturday August 24, 2024",0,1,0.7,0.7,0.0,0.0,1,16,16,16,2,2,1,1,3,1,0.0,0.0,0.1,2,15,0,0,1,11,11,11,1,0,0,8,4,33.3,2,2,1,2,19,5,0,1,0,0.0,€45.00m,30.06.2028
Amad Diallo,ci CIV,RW,22-044,"Saturday August 24, 2024",1,2,0.3,0.3,0.0,0.0,3,45,45,45,4,4,1,1,14,4,0.0,0.0,0.1,2,41,2,0,2,33,33,33,2,0,0,25,3,33.3,2,4,1,0,42,11,3,2,0,,-,30.06.2027
Amad Diallo,ci CIV,RW,22-044,"Saturday August 24, 2024",1,2,0.3,0.3,0.0,0.0,3,45,45,45,4,4,1,1,14,4,0.0,0.0,0.1,2,41,2,0,2,33,33,33,2,0,0,25,3,33.3,2,4,1,0,42,11,3,2,0,,€45.00m,30.06.2030
Antony,br BRA,RW,24-182,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,1,2,2,2,0,0,0,0,0,0,0.1,0.1,0.1,0,2,0,0,0,1,1,1,0,0,0,1,1,,0,0,0,0,2,0,1,0,0,,€35.00m,30.06.2027
Mason Mount,eng ENG,AM,25-227,"Saturday August 24, 2024",0,1,0.1,0.1,0.0,0.0,0,18,18,18,2,2,0,0,6,0,0.0,0.0,0.0,1,17,1,0,2,15,15,15,0,0,0,6,1,,0,1,1,1,18,1,1,2,0,,€28.00m,30.06.2028
Joshua Zirkzee,nl NED,"FW,LW",23-094,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,1,10,10,10,0,0,2,2,2,0,0.1,0.1,0.0,0,9,0,0,0,7,7,7,1,0,0,6,2,66.7,1,0,0,0,7,1,0,0,0,0.0,€30.00m,30.06.2029
Kobbie Mainoo,eng ENG,DM,19-127,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,45,45,45,3,3,4,4,13,0,0.0,0.0,0.0,3,44,1,0,0,41,41,41,0,0,0,4,1,100.0,0,0,1,2,41,0,2,0,0,0.0,€50.00m,30.06.2027
Casemiro,br BRA,DM,32-183,"Saturday August 24, 2024",0,3,0.1,0.1,0.0,0.0,2,54,54,54,2,2,0,0,19,4,0.0,0.0,0.0,3,52,1,1,0,44,44,44,1,0,0,11,3,,0,1,0,1,47,2,0,0,0,0.0,€10.00m,30.06.2026
Diogo Dalot,pt POR,LB,25-159,"Saturday August 24, 2024",0,1,0.0,0.0,0.2,0.2,2,66,66,66,4,4,1,1,25,4,0.2,0.2,0.1,1,59,7,1,1,60,60,60,0,2,0,7,0,33.3,1,2,2,0,50,2,1,1,2,50.0,€30.00m,30.06.2028
Lisandro Martinez,ar ARG,CB,26-219,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,73,73,73,4,4,0,0,39,1,0.0,0.0,0.2,5,72,1,1,0,70,70,70,0,1,0,3,0,,0,1,0,0,67,0,1,0,0,,€40.00m,30.06.2027
Harry Maguire,eng ENG,CB,31-172,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,1,45,45,45,0,0,0,0,24,0,0.0,0.0,0.0,0,41,4,0,0,41,41,41,0,3,0,3,1,,0,2,0,0,38,0,0,0,1,50.0,€13.00m,30.06.2026
Matthijs de Ligt,nl NED,CB,25-012,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,8,8,8,1,1,0,0,3,1,0.0,0.0,0.0,1,8,0,0,0,8,8,8,0,2,0,0,0,,0,0,0,0,6,0,0,0,1,100.0,€38.00m,30.06.2029
Noussair Mazraoui,ma MAR,RB,26-284,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,2,42,42,42,5,5,0,0,22,0,0.1,0.1,0.0,2,34,8,0,1,34,34,34,0,0,0,8,3,0.0,0,1,0,1,25,2,2,1,1,50.0,€25.00m,30.06.2028
Andre Onana,cm CMR,GK,28-144,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,59,59,59,0,0,0,0,22,15,0.0,0.0,0.0,2,57,1,0,0,54,54,54,1,0,0,0,0,,0,0,0,0,46,0,0,0,0,,€25.00m,30.06.2028
Erling Haaland,no NOR,FW,24-034,"Saturday August 24, 2024",3,6,1.8,1.0,0.0,0.0,1,10,10,10,0,0,2,2,1,0,0.0,0.0,0.0,0,9,1,0,0,7,7,7,0,0,0,16,10,66.7,1,0,0,0,15,3,0,0,1,100.0,€180.00m,30.06.2034
James Mcatee,eng ENG,FW,21-311,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,1,0,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,5,1,,0,0,0,0,4,0,0,0,0,0.0,€20.00m,30.06.2030
Jeremy Doku,be BEL,LW,22-089,"Saturday August 24, 2024",0,0,0.0,0.0,0.9,0.9,2,36,36,36,2,2,2,2,3,0,0.9,0.9,0.4,0,35,1,0,0,33,33,33,0,1,0,36,3,40.0,3,5,2,1,38,13,0,0,0,,€50.00m,30.06.2028
Ilkay Gundogan,de GER,DM,33-305,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,18,18,18,1,1,0,0,3,1,0.0,0.0,0.0,0,18,0,0,0,15,15,15,0,0,0,14,2,,0,1,0,0,18,0,1,0,0,,€5.00m,30.06.2026
Savio,br BRA,RW,20-136,"Saturday August 24, 2024",0,0,0.0,0.0,0.7,0.7,6,56,56,56,2,2,1,1,8,0,0.7,0.7,0.2,0,51,5,0,6,45,45,45,0,0,0,57,6,25.0,1,1,4,1,51,14,0,6,0,,€50.00m,30.06.2029
Jack Grealish,eng ENG,LW,28-349,"Saturday August 24, 2024",0,1,0.1,0.1,0.0,0.0,0,14,14,14,0,0,0,0,5,2,0.0,0.0,0.0,0,14,0,0,0,12,12,12,0,1,0,14,3,,0,1,1,0,15,2,1,0,0,,€28.00m,30.06.2026
Kevin De Bruyne,be BEL,"CM,AM",33-057,"Saturday August 24, 2024",1,4,0.8,0.8,0.7,0.7,6,104,104,104,16,16,1,1,23,11,0.7,0.7,0.6,10,95,8,2,7,86,86,86,1,0,0,70,3,100.0,0,2,1,3,96,6,1,7,0,0.0,€20.00m,30.06.2027
Matheus Nunes,pt POR,AM,25-363,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,1,3,3,3,0,0,0,3,0,,0,0,0,0,3,1,0,1,0,,€35.00m,30.06.2028
Bernardo Silva,pt POR,"CM,RW",30-014,"Saturday August 24, 2024",0,1,0.1,0.1,0.0,0.0,1,54,54,54,3,3,0,0,12,0,0.0,0.0,0.1,0,49,5,0,1,50,50,50,0,0,0,40,6,,0,0,0,3,48,7,0,1,0,0.0,€38.00m,30.06.2026
Mateo Kovacic,hr CRO,DM,30-110,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,3,32,32,32,3,3,3,3,14,2,0.0,0.0,0.1,2,30,2,0,0,29,29,29,0,0,0,12,0,100.0,0,0,1,0,25,0,0,0,1,100.0,€20.00m,30.06.2027
John Stones,eng ENG,DM,30-088,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,22,22,22,0,0,0,0,7,2,0.0,0.0,0.0,2,22,0,0,0,20,20,20,0,2,0,9,1,,0,2,0,0,19,0,0,0,0,,€25.00m,30.06.2026
Rico Lewis,eng ENG,"DM,RB",19-277,"Saturday August 24, 2024",0,1,0.5,0.5,0.0,0.0,1,75,75,75,4,4,1,1,21,1,0.0,0.0,0.1,6,66,9,0,0,67,67,67,0,2,0,36,10,50.0,1,2,4,2,58,10,0,0,1,50.0,€40.00m,30.06.2028
Josko Gvardiol,hr CRO,LB,22-214,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,3,99,99,99,10,10,1,1,51,2,0.0,0.0,0.0,13,90,8,0,0,92,92,92,1,0,0,23,1,50.0,1,4,0,0,90,2,0,0,0,,€75.00m,30.06.2028
Ruben Dias,pt POR,CB,27-102,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,116,116,116,5,5,0,0,64,10,0.0,0.0,0.0,12,113,3,0,1,114,114,114,0,1,0,20,0,,0,6,1,0,107,1,1,1,0,,€65.00m,30.06.2029
Manuel Akanji,ch SUI,"RB,CB",29-036,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,3,128,128,128,14,14,0,0,52,5,0.1,0.1,0.2,16,125,2,0,1,125,125,125,1,2,0,46,1,,0,3,1,0,112,1,0,1,2,66.7,€28.00m,30.06.2027
Ederson,br BRA,GK,31-007,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,24,24,24,0,0,0,0,16,6,0.0,0.0,0.0,0,23,1,0,0,24,24,24,0,0,0,0,0,,0,0,1,0,19,0,0,0,0,,€20.00m,30.06.2026
Ederson,br BRA,GK,31-007,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,24,24,24,0,0,0,0,16,6,0.0,0.0,0.0,0,23,1,0,0,24,24,24,0,0,0,0,0,,0,0,1,0,19,0,0,0,0,,€50.00m,30.06.2027
Liam Delap,eng ENG,FW,21-198,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,1,1,0,0,2,0,0.0,0.0,0.0,1,10,0,0,0,7,7,7,0,3,0,7,2,0.0,2,1,3,3,16,1,4,0,0,0.0,€40.00m,30.06.2031
Ali Al Hamadi,iq IRQ,FW,22-176,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,2,0,0,,,
Sammie Szmodics,ie IRL,LM,28-335,"Saturday August 24, 2024",1,1,0.3,0.3,0.0,0.0,0,11,11,11,1,1,0,0,3,2,0.0,0.0,0.0,1,11,0,0,0,9,9,9,0,1,0,2,0,,0,0,1,0,10,2,4,0,0,0.0,,
Marcus Harness,eng ENG,LM,28-182,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,1,0,4,1,,0,0,0,0,0,0,0,0,0,,,
Massimo Luongo,au AUS,CM,31-334,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,21,21,21,1,1,0,0,2,0,0.0,0.0,0.0,0,21,0,0,0,14,14,14,0,1,0,2,0,,0,0,1,2,16,0,0,0,0,,,
Jack Taylor,ie IRL,CM,26-062,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,6,0,0,0,5,5,5,0,4,0,2,0,,0,0,0,0,5,0,0,0,2,100.0,,
Sam Morsy,eg EGY,CM,32-349,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,34,34,34,1,1,1,1,8,0,0.0,0.0,0.0,1,32,2,0,0,31,31,31,0,4,0,2,0,100.0,0,1,0,0,25,0,1,0,1,100.0,,
Omari Hutchinson,eng ENG,RM,20-299,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,17,17,17,0,0,1,1,4,0,0.0,0.0,0.0,0,13,4,0,1,14,14,14,0,1,0,3,0,50.0,1,1,3,1,9,1,1,1,1,100.0,€22.00m,30.06.2030
Conor Chaplin,eng ENG,RM,27-190,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Leif Davis,eng ENG,LB,24-225,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,23,23,23,2,2,0,0,5,0,0.0,0.0,0.1,2,17,6,0,2,15,15,15,0,5,0,6,2,,0,0,2,0,15,2,1,2,1,100.0,,
Jacob Greaves,eng ENG,CB,23-347,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,34,34,34,0,0,0,0,11,1,0.0,0.0,0.0,0,32,1,0,0,30,30,30,1,7,0,1,0,,0,0,0,0,29,0,0,0,1,50.0,,
Luke Woolfenden,eng ENG,CB,25-308,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,30,30,30,1,1,0,0,14,2,0.0,0.0,0.0,3,29,1,0,0,26,26,26,0,6,0,0,0,,0,0,0,0,30,0,0,0,0,,,
Axel Tuanzebe,cd COD,CB,26-284,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,21,21,21,0,0,0,0,5,1,0.0,0.0,0.0,0,17,4,0,0,20,20,20,0,5,0,2,0,,0,0,0,0,14,0,0,0,1,50.0,€5.00m,-
George Edmundson,eng ENG,CB,26-359,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,
Ben Johnson,eng ENG,RB,24-213,"Saturday August 24, 2024",0,0,0.0,0.0,0.3,0.3,1,18,18,18,2,2,0,0,3,2,0.3,0.3,0.2,1,17,1,1,3,11,11,11,0,0,0,11,0,0.0,3,2,4,1,16,3,2,3,0,,,
Arijanet Muric,xk KVX,GK,25-291,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,36,36,36,0,0,0,0,10,5,0.0,0.0,0.0,2,27,9,0,0,26,26,26,0,2,2,0,0,,0,0,0,1,24,0,0,0,0,,€5.00m,30.06.2026
Ben Brereton,cl CHI,"FW,LW",25-128,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,3,38,38,38,2,2,1,1,10,2,0.0,0.0,0.1,1,37,1,0,2,32,32,32,0,0,0,30,2,33.3,1,4,2,0,41,12,2,2,1,33.3,,
Adam Armstrong,eng ENG,FW,27-196,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,0,25,25,25,3,3,0,0,9,0,0.0,0.0,0.0,0,24,1,0,0,22,22,22,0,1,0,21,3,0.0,4,0,1,0,26,7,1,0,0,,,
Samuel Edozie,eng ENG,"WB,RW",21-209,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,0,0,1,1,0,0,0.0,0.0,0.0,0,10,0,0,3,5,5,5,0,0,0,7,3,100.0,0,1,2,0,11,5,0,3,0,,,
Joe Aribo,ng NGA,"CM,LM",28-034,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,33,33,33,1,1,0,0,6,0,0.0,0.0,0.0,1,32,1,0,1,31,31,31,0,0,0,11,3,0.0,1,2,0,2,28,3,2,1,0,,,
Charlie Taylor,eng ENG,"WB,LM",30-341,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,2,2,0,0,4,0,0.0,0.0,0.0,1,10,0,0,2,8,8,8,0,0,0,8,1,,0,1,0,0,8,2,0,2,0,,,
Flynn Downes,eng ENG,CM,25-217,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,2,56,56,56,4,4,0,0,22,1,0.0,0.0,0.1,3,52,4,0,0,52,52,52,0,3,0,11,1,,0,3,3,3,47,4,1,0,1,25.0,,
William Smallbone,ie IRL,"CM,RM",24-185,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,38,38,38,3,3,0,0,11,1,0.0,0.0,0.0,1,33,5,0,3,28,28,28,0,1,1,16,0,,0,3,2,1,30,4,1,3,0,,,
Tyler Dibling,eng ENG,CM,18-165,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,3,3,0,0,0.0,0.0,0.0,0,5,1,0,0,4,4,4,0,0,0,6,1,60.0,2,1,0,0,8,1,1,0,0,,,
Kyle WalkerPeters,eng ENG,"WB,CB,RB",27-133,"Saturday August 24, 2024",0,3,0.1,0.1,0.0,0.0,2,68,68,68,7,7,1,1,23,0,0.0,0.0,0.0,4,60,8,0,1,62,62,62,0,5,0,21,3,20.0,2,2,0,6,61,2,1,1,0,,€15.00m,30.06.2028
Yukinari Sugawara,jp JPN,WB,24-057,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,0,46,46,46,4,4,1,1,13,1,0.0,0.0,0.1,1,41,5,0,2,35,35,35,0,4,0,16,0,50.0,1,2,0,0,39,4,1,2,0,0.0,,
Cameron Archer,eng ENG,FW,23-034,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,1,1,0,0,2,0,0.0,0.0,0.0,0,5,0,0,0,4,4,4,0,0,0,3,0,,0,0,1,0,6,2,0,0,0,,,
Jack Stephens,eng ENG,"CB,LB",30-210,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,99,99,99,9,9,0,0,61,1,0.0,0.0,0.0,5,97,2,0,0,94,94,94,0,0,1,12,0,0.0,1,4,0,0,88,0,1,0,1,33.3,,
Jan Bednarek,pl POL,CB,28-134,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,122,122,122,4,4,0,0,71,5,0.0,0.0,0.0,4,113,9,0,0,121,121,121,0,4,0,2,1,,0,1,0,0,105,0,1,0,1,50.0,,
Taylor HarwoodBellis,eng ENG,CB,22-207,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,92,92,92,7,7,0,0,34,4,0.0,0.0,0.0,8,89,3,0,0,81,81,81,0,1,0,3,0,,0,1,0,0,81,0,2,0,0,,,
Mateus Fernandes,pt POR,"CM,CB",20-045,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,12,12,12,2,2,0,0,3,0,0.0,0.0,0.0,1,11,1,0,0,11,11,11,0,0,0,8,2,,0,0,2,0,9,3,0,0,0,0.0,€200k,30.06.2028
Mateus Fernandes,pt POR,"CM,CB",20-045,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,12,12,12,2,2,0,0,3,0,0.0,0.0,0.0,1,11,1,0,0,11,11,11,0,0,0,8,2,,0,0,2,0,9,3,0,0,0,0.0,€400k,30.06.2028
Mateus Fernandes,pt POR,"CM,CB",20-045,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,12,12,12,2,2,0,0,3,0,0.0,0.0,0.0,1,11,1,0,0,11,11,11,0,0,0,8,2,,0,0,2,0,9,3,0,0,0,0.0,€1.00m,30.06.2028
Alex McCarthy,eng ENG,GK,34-265,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,31,31,31,0,0,0,0,10,4,0.0,0.0,0.0,1,29,2,0,0,28,28,28,0,0,0,0,0,,0,0,0,0,21,0,0,0,0,,€300k,30.06.2028
Chris Wood,nz NZL,FW,32-261,"Saturday August 24, 2024",0,3,0.2,0.2,0.7,0.7,2,12,12,12,0,0,0,0,2,1,0.7,0.7,0.1,0,12,0,0,1,7,7,7,0,0,0,10,4,,0,1,1,0,15,2,1,1,2,66.7,€10.00m,30.06.2027
Taiwo Awoniyi,ng NGA,FW,27-012,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,1,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,1,0,3,1,,0,1,2,0,5,0,0,0,0,,€16.00m,30.06.2027
Callum HudsonOdoi,eng ENG,LW,23-291,"Saturday August 24, 2024",0,1,0.0,0.0,0.4,0.4,6,38,38,38,7,7,1,1,12,4,0.4,0.4,0.3,1,38,0,1,3,32,32,32,0,1,0,27,3,100.0,0,3,0,1,35,10,0,3,0,,€25.00m,30.06.2026
Willy Boly,ci CIV,CB,33-203,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,€1.50m,30.06.2026
Anthony Elanga,se SWE,"RW,LM",22-119,"Saturday August 24, 2024",0,2,0.2,0.2,0.3,0.3,4,28,28,28,2,2,1,1,3,3,0.3,0.3,0.2,1,19,9,0,9,19,19,19,0,1,0,30,6,12.5,6,3,4,0,24,7,0,9,1,100.0,€1.00m,-
Anthony Elanga,se SWE,"RW,LM",22-119,"Saturday August 24, 2024",0,2,0.2,0.2,0.3,0.3,4,28,28,28,2,2,1,1,3,3,0.3,0.3,0.2,1,19,9,0,9,19,19,19,0,1,0,30,6,12.5,6,3,4,0,24,7,0,9,1,100.0,€42.00m,-
Morgan GibbsWhite,eng ENG,AM,24-210,"Saturday August 24, 2024",1,4,0.4,0.4,0.2,0.2,5,34,34,34,6,6,4,4,9,3,0.2,0.2,0.0,6,34,0,0,1,26,26,26,0,0,0,20,6,66.7,2,2,0,2,36,2,3,1,2,66.7,€50.00m,30.06.2028
Jota Silva,pt POR,RM,25-023,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,€15.00m,30.06.2028
Elliot Anderson,eng ENG,DM,21-292,"Saturday August 24, 2024",0,2,0.1,0.1,0.0,0.0,2,39,39,39,4,4,0,0,7,2,0.0,0.0,0.0,1,34,5,0,3,33,33,33,0,1,0,17,3,,0,1,1,2,28,2,3,3,0,0.0,€32.00m,30.06.2029
Nicolas Dominguez,ar ARG,"DM,CM",26-057,"Saturday August 24, 2024",0,1,0.1,0.1,0.0,0.0,1,6,6,6,0,0,0,0,1,1,0.0,0.0,0.0,0,6,0,0,0,5,5,5,0,1,0,1,0,0.0,1,0,0,0,4,0,2,0,0,,€18.00m,30.06.2028
Ibrahim Sangare,ci CIV,DM,26-266,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,2,35,35,35,1,1,0,0,9,4,0.0,0.0,0.0,4,34,1,0,0,27,27,27,0,1,0,8,2,,0,0,0,1,28,0,2,0,1,100.0,€24.00m,30.06.2028
Ryan Yates,eng ENG,"DM,CM",26-277,"Saturday August 24, 2024",0,1,0.0,0.0,0.1,0.1,2,17,17,17,0,0,0,0,3,2,0.1,0.1,0.0,0,14,3,0,0,15,15,15,0,1,0,3,0,,0,0,1,0,11,0,1,0,1,100.0,€12.00m,30.06.2028
Ola Aina,ng NGA,LB,27-321,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,5,59,59,59,5,5,1,1,21,2,0.0,0.0,0.1,5,48,11,0,0,52,52,52,0,3,0,15,1,33.3,1,5,0,0,38,3,0,0,0,0.0,€22.00m,30.06.2028
Murillo,br BRA,CB,22-051,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,2,33,33,33,1,1,0,0,13,2,0.1,0.1,0.1,1,29,4,0,0,28,28,28,0,2,0,3,2,0.0,1,1,0,1,24,0,2,0,0,,€55.00m,30.06.2029
Nikola Milenkovic,rs SRB,CB,26-317,"Saturday August 24, 2024",0,3,1.0,1.0,0.0,0.0,2,29,29,29,2,2,0,0,18,1,0.0,0.0,0.0,1,28,1,0,0,28,28,28,0,6,0,5,3,,0,0,0,0,21,0,0,0,3,100.0,€35.00m,30.06.2029
Neco Williams,wls WAL,RB,23-133,"Saturday August 24, 2024",0,5,0.3,0.3,0.0,0.0,4,30,30,30,1,1,0,0,6,4,0.0,0.0,0.0,3,27,2,0,2,23,23,23,1,4,0,14,2,,0,1,0,0,24,3,0,2,1,100.0,€20.00m,30.06.2029
Matz Sels,be BEL,GK,32-180,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,18,18,18,0,0,0,0,1,4,0.0,0.0,0.0,1,14,4,0,0,6,6,6,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,,€7.00m,30.06.2027
Son Heungmin,kr KOR,"FW,LW",32-047,"Saturday August 24, 2024",2,3,1.1,1.1,0.2,0.2,4,35,35,35,4,4,1,1,7,3,0.2,0.2,0.0,2,34,1,0,0,27,27,27,0,2,0,24,3,25.0,3,3,1,1,34,10,0,0,0,0.0,,
Wilson Odobert,fr FRA,LW,19-270,"Saturday August 24, 2024",0,1,0.0,0.0,0.0,0.0,1,39,39,39,5,5,2,2,10,0,0.0,0.0,0.0,2,38,1,0,2,32,32,32,0,1,1,26,7,33.3,4,3,1,4,41,10,0,2,2,100.0,€20.00m,30.06.2029
Richarlison,br BRA,FW,27-106,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,8,8,8,1,1,1,1,1,1,0.0,0.0,0.0,1,8,0,0,0,6,6,6,0,1,0,0,0,100.0,0,0,0,0,9,1,0,0,0,0.0,€20.00m,30.06.2027
Brennan Johnson,wls WAL,RW,23-093,"Saturday August 24, 2024",0,1,0.2,0.2,0.0,0.0,0,22,22,22,1,1,0,0,5,0,0.0,0.0,0.0,1,22,0,0,3,15,15,15,0,0,0,17,6,0.0,1,2,2,0,23,11,2,3,1,50.0,€40.00m,30.06.2028
James Maddison,eng ENG,LM,27-275,"Saturday August 24, 2024",0,3,0.4,0.4,0.4,0.4,2,68,68,68,10,10,0,0,24,4,0.4,0.4,0.4,4,61,7,1,5,57,57,57,0,2,0,36,4,0.0,1,3,1,3,63,6,2,5,2,100.0,€42.00m,30.06.2028
Lucas Bergvall,se SWE,LM,18-204,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,1,0,0.0,0.0,0.0,0,4,1,0,1,3,3,3,0,0,0,2,0,,0,0,1,2,6,0,1,1,0,,€38.00m,30.06.2031
